phrase	label
was trick	0
was manifesting	1
was drumming	1
was drum	0
was absconding	1
was abscond	0
was absconded	0
was reshaping	1
was reshape	0
was jutting	1
was jut	0
was jutted	0
was publicizing	1
was publicize	0
was resurfacing	1
was resurface	0
was resurfaced	0
was doling	1
was dole	0
was propping	1
was prop	0
was recouping	1
was recoup	0
was assuaging	1
was assuage	0
was jotting	1
was jot	0
was jotted	0
was canvassing	1
was canvass	0
was canvassed	0
was leasing	1
was lease	0
was vibrating	1
was vibrate	0
was vibrated	0
was sidling	1
was sidle	0
was sidled	0
was admonishing	1
was admonish	0
was toughening	1
was toughen	0
was curtailing	1
was curtail	0
was misbehaving	1
was misbehave	0
was misbehaved	0
was drifting	1
was drift	0
was drifted	0
was scrimping	1
was scrimp	0
was scrimped	0
was waning	1
was wane	0
was waned	0
was redeveloping	1
was redevelop	0
was blooming	1
was bloom	0
was bloomed	0
was liquidating	1
was liquidate	0
was stocking	1
was finalizing	1
was finalize	0
was innovating	1
was innovate	0
was innovated	0
was raining	1
was computing	1
was compute	0
was repurchasing	1
was repurchase	0
was repurchased	0
was decimating	1
was decimate	0
was harmonizing	1
was harmonize	0
was harmonized	0
was slithering	1
was slither	0
was slithered	0
was dislodging	1
was dislodge	0
was piercing	1
was corralling	1
was corral	0
was fretting	1
was fret	0
was frets	0
was cementing	1
was cement	0
was regrouping	1
was regroup	0
was regrouped	0
was butting	1
was butt	0
was butted	0
was warding	1
was warded	0
was lacing	1
was lace	0
was fooling	1
was fool	0
was wresting	1
was wrest	0
was overlapping	1
was overlapped	0
was seeping	1
was seep	0
was seeped	0
was colluding	1
was collude	0
was colluded	0
was reissuing	1
was reissue	0
was persevering	1
was persevere	0
was persevered	0
was bumping	1
was bump	0
was subsidizing	1
was subsidize	0
was interrupting	1
was interrupt	0
was knitting	1
was knit	0
was knitted	0
was appraising	1
was appraise	0
was pipping	1
was pip	0
was spearing	1
was spear	0
was clawing	1
was claw	0
was understating	1
was understate	0
was undercutting	1
was boding	1
was bode	0
was boded	0
was trembling	1
was tremble	0
was trembled	0
was teeing	1
was tee	0
was dismembering	1
was dismember	0
was necessitating	1
was necessitate	0
was decrying	1
was decry	0
was baffling	1
was baffle	0
was resenting	1
was resent	0
was imploding	1
was implode	0
was retracting	1
was retract	0
was notching	1
was notch	0
was harbouring	1
was harbour	0
was harboured	0
was eclipsing	1
was eclipse	0
was pertaining	1
was pertain	0
was pertained	0
was interrogating	1
was interrogate	0
was muddling	1
was muddle	0
was juggling	1
was juggle	0
was juggled	0
was curing	1
was cure	0
was reverberating	1
was reverberate	0
was reverberated	0
was dissuading	1
was dissuade	0
was haggling	1
was haggle	0
was haggled	0
was optimizing	1
was optimize	0
was instigating	1
was instigate	0
was lunging	1
was lunge	0
was lunged	0
was plying	1
was ply	0
was snubbing	1
was snub	0
was reselling	1
was resell	0
was utilizing	1
was utilize	0
was converging	1
was converge	0
was converged	0
was dithering	1
was dither	0
was dithered	0
was clarifying	1
was clarify	0
was pitting	1
was pit	0
was exiting	1
was exit	0
was exited	0
was eschewing	1
was eschew	0
was eschewed	0
was tweeting	1
was tweet	0
was concocting	1
was concoct	0
was blurting	1
was blurt	0
was blurted	0
was captaining	1
was clamping	1
was clamp	0
was eradicating	1
was eradicate	0
was urinating	1
was urinate	0
was levying	1
was levy	0
was reconstructing	1
was reconstruct	0
was floundering	1
was flounder	0
was floundered	0
was averting	1
was avert	0
was erring	1
was err	0
was erred	0
was reining	1
was rein	0
was rekindling	1
was rekindle	0
was consenting	1
was consent	0
was consented	0
was incarcerating	1
was incarcerate	0
was piling	1
was pile	0
was prising	1
was prise	0
was furnishing	1
was furnish	0
was litigating	1
was litigate	0
was litigated	0
was illuminating	1
was illuminate	0
was screwing	1
was screw	0
was bankrupting	1
was refunding	1
was refund	0
was conferring	1
was confer	0
was fastening	1
was fasten	0
was mending	1
was mend	0
was mended	0
was zeroing	1
was zeroed	0
was annoying	1
was annoy	0
was overpowering	1
was overpower	0
was plowing	1
was plow	0
was nibbling	1
was nibble	0
was nibbled	0
was poaching	1
was poach	0
was imploring	1
was implore	0
was implored	0
was mating	1
was mate	0
was eliciting	1
was elicit	0
was whispering	1
was whisper	0
was ousting	1
was oust	0
was liaising	1
was liaise	0
was liaised	0
was flailing	1
was flail	0
was flailed	0
was foreclosing	1
was foreclose	0
was screening	1
was screen	0
was masquerading	1
was masquerade	0
was masqueraded	0
was disarming	1
was disarm	0
was tempering	1
was temper	0
was renouncing	1
was renounce	0
was renounced	0
was espousing	1
was espouse	0
was espoused	0
was proffering	1
was proffer	0
was blurring	1
was blur	0
was defaming	1
was defame	0
was besieging	1
was besiege	0
was deluding	1
was delude	0
was funnelling	1
was funnel	0
was outplaying	1
was outplay	0
was diffusing	1
was diffuse	0
was distorting	1
was distort	0
was toting	1
was tote	0
was toted	0
was outfitting	1
was outfit	0
was wading	1
was waded	0
was inhibiting	1
was inhibit	0
was pissing	1
was piss	0
was plucking	1
was pluck	0
was misplacing	1
was misplace	0
was faltering	1
was falter	0
was faltered	0
was attesting	1
was attest	0
was materializing	1
was materialize	0
was materialized	0
was subverting	1
was subvert	0
was commending	1
was commend	0
was invoking	1
was invoke	0
was extracting	1
was extract	0
was infecting	1
was infect	0
was cloaking	1
was cloak	0
was gluing	1
was glue	0
was sprinting	1
was sprint	0
was sprinted	0
was refining	1
was refine	0
was abolishing	1
was abolish	0
was pandering	1
was pander	0
was pandered	0
was beefing	1
was pining	1
was pine	0
was pined	0
was crawling	1
was crawl	0
was crawled	0
was pervading	1
was pervade	0
was pervaded	0
was precluding	1
was preclude	0
was deferring	1
was defer	0
was crunching	1
was demoting	1
was demote	0
was resorting	1
was resort	0
was resorted	0
was wavering	1
was waver	0
was wavered	0
was dovetailing	1
was dovetail	0
was dovetailed	0
was gleaning	1
was glean	0
was wreaking	1
was wreak	0
was wreaked	0
was relinquishing	1
was relinquish	0
was relinquished	0
was grinning	1
was grin	0
was grinned	0
was cruising	1
was cruised	0
was constraining	1
was constrain	0
was unleashing	1
was unleash	0
was capitalizing	1
was capitalize	0
was frowning	1
was frown	0
was engendering	1
was engender	0
was engendered	0
was grieving	1
was grieve	0
was grieved	0
was purging	1
was purge	0
was certifying	1
was certify	0
was categorizing	1
was categorize	0
was teasing	1
was tease	0
was pairing	1
was pair	0
was authenticating	1
was authenticate	0
was transcribing	1
was transcribe	0
was degenerating	1
was degenerate	0
was degenerated	0
was plumping	1
was plumped	0
was revelling	1
was revel	0
was revelled	0
was subtracting	1
was subtract	0
was subtracted	0
was hurling	1
was hurl	0
was roiling	1
was roil	0
was serenading	1
was serenade	0
was underpinning	1
was underpin	0
was inhabiting	1
was inhabit	0
was electrifying	1
was electrify	0
was hinging	1
was hinge	0
was hinged	0
was scooping	1
was scoop	0
was tormenting	1
was torment	0
was impeding	1
was impede	0
was conflicting	1
was tussling	1
was tussle	0
was tussled	0
was forestalling	1
was forestall	0
was forestalled	0
was embodying	1
was embody	0
was screeching	1
was screech	0
was screeched	0
was whining	1
was whine	0
was whined	0
was misunderstanding	1
was misunderstand	0
was bickering	1
was bicker	0
was bickered	0
was juxtaposing	1
was juxtapose	0
was juxtaposed	0
was redesigning	1
was redesign	0
was voiding	1
was sequestering	1
was sequester	0
was insulating	1
was insulate	0
was underwriting	1
was underwrite	0
was dousing	1
was douse	0
was inflating	1
was inflate	0
was twisting	1
was twist	0
was immigrating	1
was immigrate	0
was immigrated	0
was rewiring	1
was rewire	0
was degrading	1
was degrade	0
was exuding	1
was exude	0
was exuded	0
was ascending	1
was ascend	0
was ascended	0
was disregarding	1
was disregard	0
was resettling	1
was resettle	0
was staggering	1
was stagger	0
was gobbling	1
was gobble	0
was supplanting	1
was supplant	0
was rewriting	1
was rewrite	0
was blushing	1
was blush	0
was blushed	0
was blacking	1
was blacken	0
was nixing	1
was nix	0
was automating	1
was automate	0
was buttressing	1
was buttress	0
was disparaging	1
was disparage	0
was disparaged	0
was vilifying	1
was vilify	0
was demonizing	1
was demonize	0
was retooling	1
was retool	0
was overrunning	1
was mumbling	1
was mumble	0
was mumbled	0
was coveting	1
was covet	0
was pondering	1
was ponder	0
was pondered	0
was bottling	1
was bottle	0
was dimming	1
was accruing	1
was accrue	0
was commandeering	1
was commandeer	0
was sparring	1
was spar	0
was sparred	0
was hissing	1
was hiss	0
was hissed	0
was trampling	1
was trample	0
was dabbling	1
was dabble	0
was dabbled	0
was marginalizing	1
was marginalize	0
was quivering	1
was quiver	0
was quivered	0
was meting	1
was mete	0
was divesting	1
was divest	0
was zooming	1
was zoom	0
was zoomed	0
was disconnecting	1
was disconnect	0
was shackling	1
was shackle	0
was anchoring	1
was anchor	0
was venting	1
was vent	0
was plunking	1
was plunk	0
was duping	1
was dupe	0
was swiveling	1
was swivel	0
was swiveled	0
was fortifying	1
was fortify	0
was muting	1
was polishing	1
was neutralizing	1
was neutralize	0
was withering	1
was wither	0
was withered	0
was spewing	1
was spew	0
was choreographing	1
was choreograph	0
was rupturing	1
was rupture	0
was trumping	1
was trump	0
was nailing	1
was nail	0
was reaping	1
was reap	0
was reaped	0
was thrusting	1
was gazing	1
was gaze	0
was gazed	0
was stashing	1
was stash	0
was fantasizing	1
was fantasize	0
was fantasized	0
was quashing	1
was quash	0
was trending	1
was trend	0
was trended	0
was consecrating	1
was consecrate	0
was consigning	1
was consign	0
was ruffling	1
was ruffle	0
was ruffled	0
was subduing	1
was subdue	0
was firming	1
was firmed	0
was fizzling	1
was fizzle	0
was fizzled	0
was magnifying	1
was magnify	0
was wallowing	1
was wallow	0
was wallowed	0
was skimping	1
was skimp	0
was skimped	0
was lessening	1
was lessen	0
was socking	1
was sock	0
was compressing	1
was compress	0
was inaugurating	1
was inaugurate	0
was protruding	1
was protrude	0
was protruded	0
was scurrying	1
was scurry	0
was scurried	0
was prejudging	1
was prejudge	0
was prejudged	0
was outselling	1
was outsell	0
was scuppering	1
was scupper	0
was watering	1
was pricking	1
was prick	0
was crisscrossing	1
was crisscross	0
was crisscrossed	0
was lauding	1
was laud	0
was refuelling	1
was refuel	0
was ruffing	1
was ruff	0
was ruffed	0
was assailing	1
was assail	0
was scowling	1
was scowl	0
was scowled	0
was recurring	1
was recur	0
was recurred	0
was differentiating	1
was differentiate	0
was differentiated	0
was lurching	1
was lurch	0
was lurched	0
was devolving	1
was devolve	0
was denigrating	1
was denigrate	0
was plundering	1
was plunder	0
was deceiving	1
was deceive	0
was berating	1
was berate	0
was intertwining	1
was intertwine	0
was marshalling	1
was marshal	0
was marshalled	0
was impersonating	1
was impersonate	0
was impersonated	0
was chiming	1
was chime	0
was chimed	0
was lapping	1
was lap	0
was buckling	1
was buckle	0
was booming	1
was boom	0
was boomed	0
was gritting	1
was grit	0
was gritted	0
was duplicating	1
was duplicate	0
was sauntering	1
was saunter	0
was sauntered	0
was crackling	1
was crackle	0
was crackled	0
was reliving	1
was relive	0
was relived	0
was punctuating	1
was punctuate	0
was chugging	1
was chug	0
was chugged	0
was refurbishing	1
was refurbish	0
was symbolizing	1
was symbolize	0
was bragging	1
was brag	0
was bragged	0
was marinating	1
was marinate	0
was marinated	0
was dashing	1
was dash	0
was idolizing	1
was idolize	0
was idolized	0
was wedging	1
was wedge	0
was squirting	1
was squirt	0
was hollering	1
was holler	0
was hollered	0
was scuttling	1
was scuttle	0
was chiding	1
was chide	0
was equalizing	1
was equalize	0
was equalized	0
was deposing	1
was depose	0
was disavowing	1
was disavow	0
was disavowed	0
was meandering	1
was meander	0
was meandered	0
was slinging	1
was sling	0
was glistening	1
was glisten	0
was glistened	0
was rousing	1
was rouse	0
was molesting	1
was molest	0
was accentuating	1
was accentuate	0
was imprinting	1
was imprint	0
was galloping	1
was gallop	0
was galloped	0
was scoffing	1
was scoff	0
was overruling	1
was overrule	0
was splurging	1
was splurge	0
was splurged	0
was patting	1
was shrieking	1
was shriek	0
was shrieked	0
was disproving	1
was disprove	0
was redeeming	1
was redeem	0
was presaging	1
was presage	0
was rivalling	1
was indoctrinating	1
was indoctrinate	0
was traipsing	1
was traipse	0
was traipsed	0
was cocking	1
was cock	0
was reconnecting	1
was reconnect	0
was reconnected	0
was draping	1
was drape	0
was swabbing	1
was swab	0
was quadrupling	1
was quadruple	0
was quadrupled	0
was reminiscing	1
was reminisce	0
was reminisced	0
was ducking	1
was duck	0
was ducked	0
was spoofing	1
was spoof	0
was discontinuing	1
was discontinue	0
was reprinting	1
was reprint	0
was frolicking	1
was frolic	0
was frolicked	0
was vacuuming	1
was vacuum	0
was vacuumed	0
was bridging	1
was fluffing	1
was fluff	0
was fluffed	0
was depositing	1
was deposit	0
was ogling	1
was ogle	0
was ogled	0
was scorching	1
was sizzling	1
was sizzle	0
was sizzled	0
was grouping	1
was chewing	1
was chew	0
was unwinding	1
was unwind	0
was heeding	1
was heed	0
was skidding	1
was skid	0
was skidded	0
was fixating	1
was fixate	0
was insinuating	1
was insinuate	0
was insinuated	0
was flickering	1
was flicker	0
was flickered	0
was flinching	1
was flinch	0
was flinched	0
was recasting	1
was sobbing	1
was sob	0
was sobbed	0
was cobbling	1
was cobble	0
was mowing	1
was mow	0
was clasping	1
was clasp	0
was clasped	0
was straddling	1
was straddle	0
was straddled	0
was disintegrating	1
was disintegrate	0
was disintegrated	0
was uprooting	1
was uproot	0
was chucking	1
was brightening	1
was brighten	0
was brightened	0
was snuffing	1
was snuff	0
was banishing	1
was banish	0
was moderating	1
was burglarizing	1
was burglarize	0
was sabotaging	1
was mincing	1
was mince	0
was minced	0
was muddying	1
was ruing	1
was rue	0
was rued	0
was finessing	1
was finesse	0
was finessed	0
was shadowing	1
was furloughing	1
was furlough	0
was levelling	1
was cajoling	1
was cajole	0
was sprucing	1
was spruce	0
was spruced	0
was nourishing	1
was nourish	0
was vomiting	1
was vomit	0
was vomited	0
was gawking	1
was gawk	0
was gawked	0
was polarizing	1
was polarize	0
was polarized	0
was overhearing	1
was overhear	0
was annexing	1
was annex	0
was splashing	1
was splash	0
was reclaiming	1
was reclaim	0
was sidestepping	1
was sidestep	0
was sidestepped	0
was deliberating	1
was deliberated	0
was strumming	1
was strum	0
was strummed	0
was tamping	1
was tamp	0
was tamped	0
was chastising	1
was chastise	0
was dishing	1
was dish	0
was coexisting	1
was coexist	0
was coexisted	0
was undervaluing	1
was undervalue	0
was zigzagging	1
was zigzag	0
was zigzagged	0
was trudging	1
was trudge	0
was trudged	0
was crooning	1
was croon	0
was crooned	0
was hashing	1
was hash	0
was hashed	0
was readjusting	1
was readjust	0
was readjusted	0
was surfing	1
was surf	0
was surfed	0
was deflating	1
was deflate	0
was excavating	1
was excavate	0
